order_id,customer_id,order_date,order_amount,channel,campaign,product_category
O0000883,C100264,2025-09-30,5.0,Organic Search,Summer Sale,Beauty
O0000884,C100264,2025-09-03,85.71,Organic Search,Welcome Promo,Groceries
O0000885,C100264,2025-07-02,51.48,Organic Search,None,Home
O0000886,C100264,2025-06-30,15.93,Organic Search,Welcome Promo,Home
O0000887,C100266,2025-08-16,57.57,Referral,None,Home
O0000888,C100266,2025-04-05,36.7,Referral,Welcome Promo,Home
O0000889,C100266,2025-02-03,99.44,Referral,Black Friday,Fashion
O0000890,C100267,2025-04-19,82.74,Instagram,None,Groceries
O0000891,C100267,2025-03-20,5.0,Instagram,None,Fashion
O0000892,C100267,2025-03-28,60.89,Instagram,None,Fashion
O0000893,C100267,2025-05-03,56.05,Instagram,Referral Bonus,Beauty
O0000894,C100267,2025-01-02,46.45,Instagram,None,Electronics
O0000895,C100268,2025-02-03,7.79,Facebook Ads,None,Electronics
O0000896,C100268,2024-07-27,67.0,Facebook Ads,None,Fashion
O0000897,C100268,2025-02-01,53.54,Facebook Ads,None,Home
O0000898,C100268,2024-12-06,5.0,Facebook Ads,None,Groceries
O0000899,C100268,2025-02-01,5.0,Facebook Ads,None,Home
O0000900,C100268,2024-11-24,47.02,Facebook Ads,None,Home
O0000901,C100268,2024-11-10,73.13,Facebook Ads,None,Groceries
O0000902,C100268,2024-09-13,54.9,Facebook Ads,None,Beauty
O0000903,C100269,2025-02-15,55.62,Referral,None,Beauty
O0000904,C100269,2025-06-07,73.28,Referral,None,Home
O0000905,C100271,2025-06-07,41.03,Email,Referral Bonus,Beauty
O0000906,C100271,2025-04-04,5.0,Email,None,Groceries
O0000907,C100271,2025-06-19,85.63,Email,None,Groceries
O0000908,C100271,2025-04-06,47.86,Email,Summer Sale,Groceries
O0000909,C100272,2025-05-24,13.13,Email,None,Fashion
O0000910,C100272,2025-08-06,12.65,Email,None,Groceries
O0000911,C100272,2025-09-25,95.28,Email,Black Friday,Groceries
O0000912,C100272,2025-06-10,71.59,Email,None,Electronics
O0000913,C100272,2025-07-19,37.37,Email,None,Home
O0000914,C100272,2025-06-02,30.11,Email,Welcome Promo,Home
O0000915,C100272,2025-09-26,91.76,Email,None,Electronics
O0000916,C100272,2025-07-09,9.02,Email,Welcome Promo,Fashion
O0000917,C100273,2025-08-21,11.2,Organic Search,Welcome Promo,Fashion
O0000918,C100273,2025-08-14,46.15,Organic Search,None,Groceries
O0000919,C100273,2025-09-06,100.31,Organic Search,Welcome Promo,Beauty
O0000920,C100274,2025-03-14,54.81,Instagram,None,Home
O0000921,C100274,2025-04-15,27.87,Instagram,None,Fashion
O0000922,C100274,2024-09-04,61.78,Instagram,Summer Sale,Fashion
O0000923,C100275,2024-11-12,39.01,Organic Search,Summer Sale,Fashion
O0000924,C100275,2025-01-23,90.59,Organic Search,None,Groceries
O0000925,C100275,2025-02-05,45.64,Organic Search,None,Electronics
O0000926,C100275,2025-05-03,65.43,Organic Search,None,Electronics
O0000927,C100277,2025-01-20,41.81,Direct,Welcome Promo,Home
O0000928,C100277,2025-01-30,5.0,Direct,None,Electronics
O0000929,C100277,2025-03-20,95.67,Direct,None,Home
O0000930,C100278,2025-02-13,46.11,Organic Search,Black Friday,Fashion
O0000931,C100278,2025-03-29,98.03,Organic Search,None,Fashion
O0000932,C100278,2025-06-12,49.26,Organic Search,None,Fashion
O0000933,C100278,2025-01-31,64.96,Organic Search,None,Fashion
O0000934,C100278,2025-07-04,55.95,Organic Search,None,Electronics
O0000935,C100278,2025-10-15,27.96,Organic Search,None,Beauty
O0000936,C100279,2025-07-13,64.68,Instagram,Referral Bonus,Fashion
O0000937,C100279,2025-06-23,156.32,Instagram,Welcome Promo,Beauty
O0000938,C100279,2025-09-12,88.35,Instagram,Welcome Promo,Home
O0000939,C100279,2025-06-03,57.29,Instagram,Summer Sale,Home
O0000940,C100279,2025-03-22,44.49,Instagram,None,Home
O0000941,C100279,2025-07-09,70.05,Instagram,Summer Sale,Home
O0000942,C100281,2024-11-22,14.12,Facebook Ads,None,Home
O0000943,C100281,2025-02-06,98.17,Facebook Ads,None,Home
O0000944,C100281,2024-10-29,5.0,Facebook Ads,Referral Bonus,Home
O0000945,C100281,2025-02-02,88.44,Facebook Ads,Welcome Promo,Groceries
O0000946,C100281,2025-02-08,81.99,Facebook Ads,None,Beauty
O0000947,C100282,2024-11-08,62.62,Instagram,Welcome Promo,Fashion
O0000948,C100282,2025-03-05,127.31,Instagram,None,Groceries
O0000949,C100282,2025-02-02,91.32,Instagram,None,Fashion
O0000950,C100284,2025-05-04,41.74,Referral,None,Groceries
O0000951,C100284,2025-06-26,73.89,Referral,None,Electronics
O0000952,C100284,2024-11-23,78.19,Referral,None,Fashion
O0000953,C100284,2024-11-27,67.27,Referral,None,Groceries
O0000954,C100284,2025-02-16,40.9,Referral,Welcome Promo,Home
O0000955,C100284,2025-06-19,60.27,Referral,None,Home
O0000956,C100285,2025-03-01,30.03,Instagram,Summer Sale,Groceries
O0000957,C100285,2025-08-03,61.75,Instagram,Summer Sale,Electronics
O0000958,C100285,2024-05-12,57.63,Instagram,Welcome Promo,Home
O0000959,C100285,2024-09-19,92.42,Instagram,None,Groceries
O0000960,C100285,2024-08-04,41.7,Instagram,None,Electronics
O0000961,C100285,2024-07-07,5.0,Instagram,None,Groceries
O0000962,C100285,2025-01-02,73.17,Instagram,Referral Bonus,Fashion
O0000963,C100286,2025-01-20,33.57,Organic Search,Summer Sale,Home
O0000964,C100286,2025-08-06,35.25,Organic Search,None,Home
O0000965,C100286,2025-01-22,48.29,Organic Search,None,Beauty
O0000966,C100286,2025-07-26,24.85,Organic Search,None,Groceries
O0000967,C100286,2024-12-14,49.66,Organic Search,None,Fashion
O0000968,C100286,2025-09-01,25.8,Organic Search,None,Home
O0000969,C100287,2025-01-23,42.45,Referral,None,Electronics
O0000970,C100287,2024-12-17,30.14,Referral,None,Home
O0000971,C100287,2024-10-18,88.35,Referral,None,Home
O0000972,C100287,2024-12-29,19.77,Referral,Black Friday,Home
O0000973,C100288,2024-07-26,27.21,Organic Search,Referral Bonus,Home
O0000974,C100288,2024-08-26,54.33,Organic Search,None,Fashion
O0000975,C100288,2025-01-15,56.61,Organic Search,None,Fashion
O0000976,C100288,2025-04-06,9.88,Organic Search,None,Fashion
O0000977,C100288,2025-02-22,36.53,Organic Search,None,Fashion
O0000978,C100288,2024-10-05,26.74,Organic Search,Welcome Promo,Beauty
O0000979,C100288,2025-05-18,65.29,Organic Search,None,Electronics
O0000980,C100289,2025-03-01,54.07,Organic Search,Summer Sale,Fashion
O0000981,C100289,2025-02-14,68.28,Organic Search,Welcome Promo,Beauty
O0000982,C100289,2025-02-02,18.88,Organic Search,Welcome Promo,Beauty
O0000983,C100289,2025-01-17,92.72,Organic Search,Referral Bonus,Home
O0000984,C100289,2025-04-04,62.86,Organic Search,Welcome Promo,Home
O0000985,C100290,2024-11-25,99.28,Referral,Summer Sale,Electronics
O0000986,C100290,2024-11-23,19.84,Referral,Welcome Promo,Beauty
O0000987,C100290,2025-06-17,5.0,Referral,Summer Sale,Groceries
O0000988,C100290,2024-07-17,35.75,Referral,None,Electronics
O0000989,C100292,2025-06-28,26.55,Instagram,None,Home
O0000990,C100292,2025-07-05,90.67,Instagram,None,Electronics
O0000991,C100293,2025-02-04,42.5,Facebook Ads,Welcome Promo,Beauty
O0000992,C100293,2024-11-30,36.07,Facebook Ads,None,Fashion
O0000993,C100293,2025-01-21,25.1,Facebook Ads,None,Home
O0000994,C100293,2024-09-17,48.05,Facebook Ads,None,Electronics
O0000995,C100293,2025-06-09,52.39,Facebook Ads,None,Home
O0000996,C100293,2025-04-15,61.37,Facebook Ads,None,Beauty
O0000997,C100294,2024-10-16,48.78,Email,None,Groceries
O0000998,C100294,2024-09-17,39.33,Email,Summer Sale,Home
O0000999,C100294,2025-03-12,47.17,Email,None,Home
O0001000,C100294,2025-06-24,81.31,Email,None,Home
O0001001,C100294,2025-05-02,58.25,Email,None,Groceries
O0001002,C100295,2025-02-23,74.14,Organic Search,None,Groceries
O0001003,C100295,2025-04-06,19.26,Organic Search,Welcome Promo,Fashion
O0001004,C100295,2025-03-17,37.86,Organic Search,None,Electronics
O0001005,C100297,2024-06-02,85.72,Organic Search,None,Electronics
O0001006,C100297,2025-07-09,5.0,Organic Search,None,Electronics
O0001007,C100297,2025-05-10,63.25,Organic Search,Welcome Promo,Beauty
O0001008,C100297,2024-10-17,78.94,Organic Search,Black Friday,Home
O0001009,C100298,2024-12-06,48.45,Facebook Ads,Welcome Promo,Beauty
O0001010,C100298,2025-02-16,5.0,Facebook Ads,Referral Bonus,Home
O0001011,C100300,2025-05-20,59.25,Organic Search,Referral Bonus,Beauty
O0001012,C100300,2024-10-04,38.58,Organic Search,Summer Sale,Electronics
O0001013,C100300,2025-03-14,77.98,Organic Search,None,Electronics
O0001014,C100300,2025-07-18,39.84,Organic Search,None,Fashion
O0001015,C100300,2024-12-25,60.05,Organic Search,None,Home
O0001016,C100300,2025-01-09,84.09,Organic Search,None,Fashion
O0001017,C100301,2025-02-26,109.42,Direct,None,Groceries
O0001018,C100301,2024-11-18,5.0,Direct,None,Home
O0001019,C100301,2024-10-14,5.0,Direct,None,Fashion
O0001020,C100301,2025-06-30,111.2,Direct,None,Electronics
O0001021,C100301,2025-01-14,94.9,Direct,None,Home
O0001022,C100302,2025-01-14,49.14,Organic Search,Welcome Promo,Home
O0001023,C100302,2025-02-19,70.81,Organic Search,None,Beauty
O0001024,C100302,2025-03-05,5.0,Organic Search,Welcome Promo,Groceries
O0001025,C100302,2025-07-01,37.8,Organic Search,None,Fashion
O0001026,C100302,2025-01-28,61.65,Organic Search,None,Beauty
O0001027,C100303,2024-12-17,36.01,Instagram,Summer Sale,Home
O0001028,C100303,2025-03-03,58.8,Instagram,Welcome Promo,Fashion
O0001029,C100303,2025-01-10,5.0,Instagram,None,Groceries
O0001030,C100303,2025-04-21,50.2,Instagram,None,Fashion
O0001031,C100303,2024-11-27,38.18,Instagram,None,Electronics
O0001032,C100305,2026-04-15,8.14,Email,Welcome Promo,Beauty
O0001033,C100305,2026-04-15,63.64,Email,Referral Bonus,Groceries
O0001034,C100305,2026-04-15,13.15,Email,Referral Bonus,Home
O0001035,C100305,2026-04-15,93.83,Email,None,Beauty
O0001036,C100306,2024-12-23,62.18,Facebook Ads,None,Fashion
O0001037,C100306,2025-05-09,95.69,Facebook Ads,None,Fashion
O0001038,C100306,2025-04-17,60.1,Facebook Ads,None,Home
O0001039,C100306,2024-12-05,56.93,Facebook Ads,Welcome Promo,Home
O0001040,C100306,2025-05-30,40.94,Facebook Ads,Referral Bonus,Home
O0001041,C100307,2025-03-18,24.86,Email,None,Home
O0001042,C100307,2025-02-18,55.41,Email,Welcome Promo,Home
O0001043,C100307,2024-12-26,43.54,Email,None,Groceries
O0001044,C100307,2025-08-21,54.72,Email,None,Groceries
O0001045,C100307,2025-06-18,33.95,Email,Welcome Promo,Fashion
O0001046,C100307,2024-12-05,53.43,Email,None,Home
O0001047,C100307,2025-02-17,77.31,Email,None,Fashion
O0001048,C100308,2025-03-28,54.67,Referral,None,Beauty
O0001049,C100308,2025-05-08,13.33,Referral,None,Home
O0001050,C100309,2024-12-29,25.15,Email,None,Electronics
O0001051,C100309,2025-01-11,67.08,Email,None,Electronics
O0001052,C100310,2025-06-04,59.65,Organic Search,None,Groceries
O0001053,C100310,2024-11-15,52.44,Organic Search,None,Groceries
O0001054,C100310,2025-09-01,16.72,Organic Search,Summer Sale,Fashion
O0001055,C100310,2025-07-04,34.46,Organic Search,Summer Sale,Home
O0001056,C100310,2025-05-17,39.1,Organic Search,Summer Sale,Home
O0001057,C100310,2025-02-27,25.35,Organic Search,None,Beauty
O0001058,C100310,2025-03-15,79.11,Organic Search,None,Fashion
O0001059,C100311,2024-06-05,33.84,Email,Summer Sale,Fashion
O0001060,C100311,2024-11-14,42.02,Email,None,Home
O0001061,C100311,2024-09-26,66.43,Email,None,Home
O0001062,C100311,2024-12-28,27.25,Email,Summer Sale,Beauty
O0001063,C100311,2024-07-21,104.94,Email,None,Fashion
O0001064,C100311,2025-04-22,40.45,Email,Summer Sale,Home
O0001065,C100312,2024-12-10,18.96,Instagram,Welcome Promo,Groceries
O0001066,C100312,2024-12-08,54.42,Instagram,Black Friday,Fashion
O0001067,C100312,2025-02-02,28.15,Instagram,None,Beauty
O0001068,C100313,2026-01-18,14.82,Email,None,Beauty
O0001069,C100313,2026-01-18,40.64,Email,Welcome Promo,Home
O0001070,C100313,2026-01-18,32.95,Email,None,Home
O0001071,C100313,2026-01-18,24.61,Email,None,Beauty
O0001072,C100313,2026-01-18,50.54,Email,Welcome Promo,Home
O0001073,C100313,2026-01-18,43.27,Email,None,Beauty
O0001074,C100313,2026-01-18,29.12,Email,None,Groceries
O0001075,C100314,2025-08-27,24.48,Instagram,None,Beauty
O0001076,C100314,2025-08-31,77.66,Instagram,None,Home
O0001077,C100315,2025-05-26,102.1,Facebook Ads,Black Friday,Fashion
O0001078,C100315,2025-05-09,5.0,Facebook Ads,Black Friday,Beauty
O0001079,C100315,2025-04-12,55.08,Facebook Ads,None,Home
O0001080,C100315,2025-04-06,53.71,Facebook Ads,None,Electronics
O0001081,C100315,2025-03-14,66.98,Facebook Ads,Welcome Promo,Groceries
O0001082,C100316,2024-09-26,64.34,Instagram,Welcome Promo,Beauty
O0001083,C100316,2024-10-03,129.41,Instagram,Welcome Promo,Home
O0001084,C100316,2025-03-05,79.64,Instagram,None,Groceries
O0001085,C100317,2024-09-24,10.77,Facebook Ads,None,Fashion
O0001086,C100317,2024-10-24,14.82,Facebook Ads,None,Fashion
O0001087,C100318,2025-02-19,32.51,Organic Search,Welcome Promo,Electronics
O0001088,C100318,2024-11-07,64.68,Organic Search,Referral Bonus,Home
O0001089,C100318,2024-10-15,89.4,Organic Search,None,Fashion
O0001090,C100318,2025-01-18,34.03,Organic Search,None,Fashion
O0001091,C100318,2024-12-15,5.0,Organic Search,Summer Sale,Electronics
O0001092,C100319,2024-08-24,68.26,Organic Search,Summer Sale,Home
O0001093,C100319,2025-01-05,35.73,Organic Search,None,Home
O0001094,C100319,2025-01-29,70.77,Organic Search,None,Fashion
O0001095,C100319,2025-04-22,38.2,Organic Search,Welcome Promo,Electronics
O0001096,C100319,2024-07-28,5.0,Organic Search,None,Groceries
O0001097,C100320,2025-09-18,65.03,Organic Search,Welcome Promo,Home
O0001098,C100320,2025-06-17,41.1,Organic Search,Summer Sale,Groceries
O0001099,C100320,2025-02-01,83.55,Organic Search,None,Beauty
O0001100,C100321,2025-05-05,69.3,Organic Search,None,Electronics
O0001101,C100321,2025-08-04,42.03,Organic Search,Welcome Promo,Groceries
O0001102,C100321,2025-04-16,53.93,Organic Search,Referral Bonus,Groceries
O0001103,C100322,2025-06-15,62.08,Email,Welcome Promo,Home
O0001104,C100322,2025-06-13,43.35,Email,Welcome Promo,Fashion
O0001105,C100322,2025-04-16,77.74,Email,Summer Sale,Electronics
O0001106,C100322,2025-03-07,25.48,Email,None,Fashion
O0001107,C100322,2025-03-25,44.45,Email,None,Home
O0001108,C100323,2025-04-01,50.6,Organic Search,Welcome Promo,Groceries
O0001109,C100323,2024-07-19,26.95,Organic Search,None,Electronics
O0001110,C100323,2024-10-23,49.57,Organic Search,Summer Sale,Groceries
O0001111,C100323,2024-10-28,45.31,Organic Search,Welcome Promo,Home
O0001112,C100323,2025-05-15,80.05,Organic Search,None,Home
O0001113,C100325,2025-06-19,34.39,Referral,None,Home
O0001114,C100325,2025-03-13,5.0,Referral,None,Groceries
O0001115,C100325,2025-06-28,54.04,Referral,None,Fashion
O0001116,C100325,2025-07-22,45.36,Referral,Referral Bonus,Fashion
O0001117,C100325,2025-08-31,68.38,Referral,Welcome Promo,Home
O0001118,C100326,2025-03-19,22.19,Organic Search,Welcome Promo,Electronics
O0001119,C100326,2025-06-07,64.94,Organic Search,None,Groceries
O0001120,C100326,2025-02-14,19.98,Organic Search,Summer Sale,Home
O0001121,C100326,2025-06-14,98.71,Organic Search,None,Electronics
O0001122,C100327,2025-07-06,68.52,Email,None,Fashion
O0001123,C100327,2025-02-16,31.97,Email,Summer Sale,Home
O0001124,C100327,2025-01-05,39.16,Email,Summer Sale,Fashion
O0001125,C100327,2025-01-01,66.82,Email,None,Electronics
O0001126,C100328,2024-11-25,54.3,Facebook Ads,None,Beauty
O0001127,C100328,2025-06-19,28.45,Facebook Ads,None,Electronics
O0001128,C100328,2025-05-06,39.95,Facebook Ads,None,Electronics
O0001129,C100328,2024-12-18,107.36,Facebook Ads,None,Groceries
O0001130,C100328,2025-05-28,41.85,Facebook Ads,Summer Sale,Electronics
O0001131,C100329,2024-09-10,84.65,Instagram,Referral Bonus,Fashion
O0001132,C100329,2024-08-16,64.37,Instagram,None,Groceries
O0001133,C100329,2025-02-21,21.37,Instagram,None,Groceries
O0001134,C100329,2025-07-30,38.39,Instagram,Welcome Promo,Home
O0001135,C100330,2024-10-26,87.27,Instagram,Summer Sale,Beauty
O0001136,C100330,2024-10-30,18.47,Instagram,Referral Bonus,Home
O0001137,C100330,2025-01-31,58.85,Instagram,None,Beauty
O0001138,C100330,2024-12-13,20.31,Instagram,None,Electronics
O0001139,C100330,2024-12-18,85.43,Instagram,None,Fashion
O0001140,C100330,2024-10-14,21.41,Instagram,None,Beauty
O0001141,C100331,2025-02-11,42.73,Facebook Ads,None,Home
O0001142,C100331,2025-06-21,20.16,Facebook Ads,None,Home
O0001143,C100331,2025-04-07,87.42,Facebook Ads,None,Fashion
O0001144,C100331,2025-08-31,53.81,Facebook Ads,None,Fashion
O0001145,C100331,2025-03-14,54.96,Facebook Ads,None,Home
O0001146,C100331,2025-04-13,30.31,Facebook Ads,None,Home
O0001147,C100332,2024-08-12,23.14,Organic Search,None,Groceries
O0001148,C100332,2024-05-11,14.84,Organic Search,None,Fashion
O0001149,C100332,2025-02-28,68.18,Organic Search,None,Electronics
O0001150,C100332,2024-11-05,71.38,Organic Search,None,Home
O0001151,C100333,2024-12-03,26.58,Direct,None,Groceries
O0001152,C100333,2025-02-05,35.61,Direct,None,Home
O0001153,C100333,2025-03-18,15.37,Direct,Summer Sale,Home
O0001154,C100334,2025-04-20,13.69,Direct,None,Home
O0001155,C100334,2025-01-27,59.65,Direct,Welcome Promo,Electronics
O0001156,C100335,2024-08-30,66.84,Facebook Ads,None,Groceries
O0001157,C100336,2025-06-26,60.16,Organic Search,None,Groceries
O0001158,C100336,2025-09-08,91.49,Organic Search,Welcome Promo,Beauty
O0001159,C100336,2025-06-21,76.57,Organic Search,Welcome Promo,Electronics
O0001160,C100336,2025-06-21,85.95,Organic Search,Summer Sale,Electronics
O0001161,C100338,2024-11-21,124.58,Organic Search,None,Home
O0001162,C100338,2025-05-26,36.19,Organic Search,Summer Sale,Beauty
O0001163,C100338,2025-01-04,73.07,Organic Search,None,Electronics
O0001164,C100338,2025-05-29,43.42,Organic Search,None,Home
O0001165,C100339,2025-03-25,72.2,Organic Search,None,Electronics
O0001166,C100339,2025-03-17,70.33,Organic Search,Black Friday,Beauty
O0001167,C100339,2025-05-11,122.87,Organic Search,None,Home
O0001168,C100340,2024-12-19,61.53,Referral,Summer Sale,Groceries
O0001169,C100340,2024-12-04,24.49,Referral,None,Home
O0001170,C100341,2024-12-23,83.55,Instagram,Summer Sale,Home
O0001171,C100341,2025-03-29,68.38,Instagram,None,Electronics
O0001172,C100341,2024-12-25,85.33,Instagram,None,Home
O0001173,C100341,2024-09-30,5.0,Instagram,Welcome Promo,Electronics
O0001174,C100341,2025-04-07,65.17,Instagram,None,Electronics
O0001175,C100342,2025-01-12,5.66,Email,Welcome Promo,Fashion
O0001176,C100342,2025-09-15,46.14,Email,None,Electronics
O0001177,C100342,2024-06-15,19.99,Email,None,Fashion
O0001178,C100344,2025-03-16,5.0,Facebook Ads,Welcome Promo,Fashion
O0001179,C100344,2025-01-06,5.0,Facebook Ads,Welcome Promo,Groceries
O0001180,C100344,2025-01-11,78.02,Facebook Ads,Black Friday,Home
O0001181,C100345,2025-02-23,90.46,Instagram,None,Home
O0001182,C100345,2025-08-22,36.42,Instagram,Welcome Promo,Home
O0001183,C100345,2025-05-01,5.0,Instagram,Welcome Promo,Groceries
O0001184,C100345,2025-07-11,78.41,Instagram,None,Home
O0001185,C100345,2025-01-16,58.7,Instagram,None,Beauty
O0001186,C100345,2025-02-20,17.57,Instagram,Welcome Promo,Home
O0001187,C100346,2025-01-09,16.54,Referral,Welcome Promo,Electronics
O0001188,C100346,2025-02-12,7.11,Referral,None,Electronics
O0001189,C100346,2025-07-10,33.53,Referral,None,Home
O0001190,C100346,2025-01-06,76.52,Referral,Welcome Promo,Groceries
O0001191,C100346,2025-03-01,41.54,Referral,Referral Bonus,Beauty
O0001192,C100347,2024-11-21,26.91,Referral,None,Home
O0001193,C100347,2024-08-31,29.44,Referral,Referral Bonus,Beauty
O0001194,C100348,2024-10-26,58.46,Direct,Welcome Promo,Groceries
O0001195,C100348,2024-11-18,20.85,Direct,None,Beauty
O0001196,C100348,2024-09-15,82.44,Direct,None,Fashion
O0001197,C100349,2025-02-13,5.0,Organic Search,None,Electronics
O0001198,C100349,2025-01-10,13.72,Organic Search,None,Fashion
O0001199,C100349,2024-12-31,47.76,Organic Search,None,Home
O0001200,C100349,2025-09-17,27.97,Organic Search,None,Groceries
O0001201,C100349,2025-09-06,100.77,Organic Search,None,Fashion
O0001202,C100349,2025-03-10,14.53,Organic Search,None,Fashion
O0001203,C100349,2024-12-19,70.6,Organic Search,Summer Sale,Groceries
O0001204,C100349,2025-06-13,25.82,Organic Search,None,Groceries
O0001205,C100350,2024-10-31,29.88,Email,None,Home
O0001206,C100350,2025-01-27,69.21,Email,None,Electronics
O0001207,C100350,2025-03-15,69.06,Email,Black Friday,Groceries
O0001208,C100350,2024-11-12,72.36,Email,None,Electronics
O0001209,C100350,2025-05-21,5.0,Email,Welcome Promo,Electronics
O0001210,C100352,2025-03-14,74.15,Instagram,None,Electronics
O0001211,C100352,2025-06-19,5.0,Instagram,Welcome Promo,Electronics
O0001212,C100352,2025-08-13,62.99,Instagram,Black Friday,Home
O0001213,C100352,2025-03-05,83.16,Instagram,Welcome Promo,Groceries
O0001214,C100352,2025-04-28,66.64,Instagram,Welcome Promo,Electronics
O0001215,C100353,2024-06-30,56.74,Facebook Ads,None,Home
O0001216,C100353,2024-11-23,54.92,Facebook Ads,None,Home
O0001217,C100353,2024-08-10,45.59,Facebook Ads,None,Beauty
O0001218,C100353,2024-07-29,93.33,Facebook Ads,None,Groceries
O0001219,C100353,2024-07-09,60.55,Facebook Ads,None,Home
O0001220,C100353,2024-08-23,5.0,Facebook Ads,None,Electronics
O0001221,C100353,2025-03-26,23.55,Facebook Ads,Welcome Promo,Home
O0001222,C100354,2025-04-12,32.25,Instagram,None,Groceries
O0001223,C100354,2025-02-22,96.87,Instagram,None,Home
O0001224,C100354,2024-08-31,50.49,Instagram,None,Beauty
O0001225,C100354,2025-01-22,54.9,Instagram,None,Fashion
O0001226,C100355,2025-03-12,10.58,Email,Welcome Promo,Groceries
O0001227,C100355,2025-04-19,9.81,Email,None,Electronics
O0001228,C100355,2025-04-26,64.63,Email,Referral Bonus,Beauty
O0001229,C100357,2025-05-11,32.83,Instagram,Welcome Promo,Fashion
O0001230,C100357,2025-06-22,33.86,Instagram,Referral Bonus,Electronics
O0001231,C100357,2024-12-15,11.46,Instagram,None,Beauty
O0001232,C100357,2024-12-24,47.78,Instagram,None,Fashion
O0001233,C100357,2025-04-15,15.71,Instagram,None,Fashion
O0001234,C100358,2025-10-24,42.72,Referral,None,Beauty
O0001235,C100358,2025-10-30,78.0,Referral,Summer Sale,Electronics
O0001236,C100358,2025-10-30,5.0,Referral,Welcome Promo,Electronics
O0001237,C100358,2025-10-22,66.45,Referral,Welcome Promo,Home
O0001238,C100358,2025-10-22,72.74,Referral,None,Fashion
O0001239,C100358,2025-10-23,48.73,Referral,None,Home
O0001240,C100359,2025-03-03,58.29,Instagram,Welcome Promo,Groceries
O0001241,C100359,2025-01-29,46.19,Instagram,Summer Sale,Electronics
O0001242,C100359,2024-12-22,35.75,Instagram,None,Beauty
O0001243,C100361,2025-03-29,69.68,Organic Search,Welcome Promo,Groceries
O0001244,C100361,2025-03-05,54.9,Organic Search,Welcome Promo,Home
O0001245,C100361,2025-04-27,95.99,Organic Search,Summer Sale,Groceries
O0001246,C100361,2025-06-16,56.43,Organic Search,None,Electronics
O0001247,C100361,2025-03-20,88.63,Organic Search,Black Friday,Home
O0001248,C100363,2024-12-16,93.12,Facebook Ads,None,Groceries
O0001249,C100363,2024-12-21,87.09,Facebook Ads,None,Electronics
O0001250,C100363,2025-02-18,71.37,Facebook Ads,Summer Sale,Fashion
O0001251,C100363,2025-03-09,20.59,Facebook Ads,None,Fashion
O0001252,C100363,2024-11-21,27.08,Facebook Ads,None,Beauty
O0001253,C100364,2025-10-26,44.08,Facebook Ads,Referral Bonus,Groceries
O0001254,C100364,2025-10-24,40.98,Facebook Ads,None,Groceries
O0001255,C100364,2025-11-05,35.78,Facebook Ads,None,Groceries
O0001256,C100364,2025-11-02,46.23,Facebook Ads,None,Home
O0001257,C100365,2024-09-27,49.38,Organic Search,Referral Bonus,Beauty
O0001258,C100365,2024-12-31,63.79,Organic Search,None,Electronics
O0001259,C100365,2025-08-09,71.37,Organic Search,Welcome Promo,Groceries
O0001260,C100365,2024-12-17,56.89,Organic Search,None,Fashion
O0001261,C100365,2024-12-25,46.67,Organic Search,None,Electronics
O0001262,C100365,2025-02-28,91.54,Organic Search,None,Home
O0001263,C100365,2024-11-14,72.84,Organic Search,Referral Bonus,Electronics
O0001264,C100365,2024-12-08,89.89,Organic Search,None,Electronics
O0001265,C100365,2024-09-22,23.38,Organic Search,None,Home
O0001266,C100366,2026-01-10,76.46,Facebook Ads,None,Fashion
O0001267,C100366,2026-01-10,43.29,Facebook Ads,Referral Bonus,Groceries
O0001268,C100366,2026-01-10,46.89,Facebook Ads,Referral Bonus,Home
O0001269,C100366,2026-01-10,11.68,Facebook Ads,None,Electronics
O0001270,C100367,2025-09-18,65.76,Direct,Welcome Promo,Groceries
O0001271,C100367,2025-07-20,51.06,Direct,Summer Sale,Home
O0001272,C100367,2025-09-06,26.88,Direct,Black Friday,Home
O0001273,C100367,2025-09-04,40.47,Direct,Summer Sale,Fashion
O0001274,C100367,2025-09-09,55.53,Direct,Welcome Promo,Beauty
O0001275,C100367,2025-09-24,8.65,Direct,None,Fashion
O0001276,C100369,2024-08-14,61.14,Organic Search,Summer Sale,Fashion
O0001277,C100369,2024-10-29,18.11,Organic Search,Welcome Promo,Home
O0001278,C100369,2025-07-27,5.0,Organic Search,None,Fashion
O0001279,C100369,2024-11-24,81.57,Organic Search,Black Friday,Groceries
O0001280,C100369,2025-02-19,40.23,Organic Search,Black Friday,Electronics
O0001281,C100369,2024-12-21,88.08,Organic Search,Referral Bonus,Groceries
O0001282,C100370,2024-08-19,15.67,Direct,None,Fashion
O0001283,C100370,2025-08-08,16.96,Direct,None,Groceries
O0001284,C100370,2025-05-03,26.71,Direct,Welcome Promo,Groceries
O0001285,C100370,2024-12-03,66.61,Direct,Welcome Promo,Fashion
O0001286,C100371,2025-01-03,95.99,Organic Search,None,Home
O0001287,C100371,2024-08-29,76.77,Organic Search,Summer Sale,Groceries
O0001288,C100371,2024-06-12,21.5,Organic Search,None,Home
O0001289,C100371,2025-06-19,72.58,Organic Search,None,Beauty
O0001290,C100371,2025-01-11,77.41,Organic Search,None,Home
O0001291,C100371,2024-04-24,64.69,Organic Search,None,Home
O0001292,C100371,2025-01-11,65.26,Organic Search,None,Electronics
